ID,Value
210047,7375.0
199792,3299.0
189462,6119.0
204220,1183.75
179931,710.75
192906,3158.0
216981,1107.25
186695,2555.0
221053,314.9
209572,323.8
150995,276.5
239841,1568.0
197083,7870.0
242048,256.4
186753,355.35
172287,7534.0
223188,4808.0
227573,562.5
232291,480.5
232919,290.7
190555,1902.0
192678,14170.0
226521,289.55
215157,2568.0
242189,158.5
222647,312.35
235161,1092.25
238942,771.75
202493,7790.0
190093,1743.0
237127,73.4
189300,3817.0
244602,761.75
192598,16325.0
205701,1454.0
244491,412.15
231512,1643.0
201873,626.5
221890,2304.0
225849,793.0
235549,223.25
183524,704.5
204250,3728.0
165269,482.5
211265,2215.0
164854,306.25
232225,1033.75
189868,631.25
244107,167.6
192824,1804.0
232784,162.5
208457,299.95
155862,57730.0
225176,148.7
223030,2332.0
153079,61825.0
241559,101.8
216076,2490.0
244647,690.0
232678,342.0
225121,1065.75
237139,964.0
199157,5510.0
207836,445.8
239952,198.3
242662,240.8
233222,1187.25
243230,50.4
208099,2253.0
242726,131.5
212644,439.25
231270,116.4
205941,837.5
240990,187.2
229666,239.3
209018,640.25
211017,3580.0
168253,1725.0
239930,245.7
221611,562.5
213434,427.0
201455,31965.0
207580,469.75
203551,21005.0
218381,254.8
208122,468.5
225584,1454.0
237982,653.0
218633,455.75
224368,3972.0
235891,511.0
242144,73.5
140029,181.9
219561,443.5
228690,469.25
16,764.25
190456,11185.0
215228,5273.0
162899,306.1
223953,233.5
179725,791.25
238682,787.25
196151,1043.5
207824,573.75
219684,1195.5
244069,95.2
242200,100.5
213629,9230.0
209162,796.25
220609,6238.0
244257,504.25
245818,141.1
176009,4853.0
244504,168.3
229860,109.5
227526,271.8
206408,762.75
243251,742.5
220128,1627.0
230357,750.5
233954,400.4
223868,397.8
243442,224.9
235026,922.5
238360,491.25
230829,866.75
192938,2403.0
212204,6045.0
234747,1299.0
226162,4401.0
233067,280.0
145014,466.5
211848,1072.5
245363,213.6
241477,450.75
240105,139.9
227682,247.6
227274,2375.0
241498,1285.0
219693,10420.0
219527,814.0
207898,766.0
229818,348.8
219886,268.8
214911,757.75
191202,25365.0
210450,8025.0
233601,7215.0
199578,622.25
235046,137.5
239382,119.6
236788,183.6
210833,2235.0
241342,179.9
214421,3501.0
215971,338.75
188793,471.0
187265,1740.0
232267,135.0
138180,163.2
209371,511.25
245332,97.7
240123,455.75
209423,1509.0
187038,1581.0
238873,2357.0
236342,391.75
229882,1210.75
184527,1050.75
222273,849.0
192471,476.0
190636,3024.0
223823,232.2
240258,386.9
238683,278.9
200087,468.5
230303,344.85
243127,60.1
222129,700.5
155524,871.0
206585,29005.0
231711,421.5
200318,16515.0
245261,4621.0
209413,404.0
211723,2361.0
228642,262.85
233505,153.6
229900,282.8
245172,266.15
239957,744.25
226601,7180.0
172871,34775.0
241670,1887.0
145758,477.5
244402,922.25
237524,1140.0
160309,398.75
189377,169.1
246179,183.4
240650,97.6
173518,1814.0
219953,10825.0
230465,7290.0
202841,234.0
164994,4418.0
220841,456.0
238103,302.45
216048,448.75
233123,485.75
205498,37085.0
239454,851.5
194998,676.75
244170,242.5
237832,221.7
203965,8850.0
203736,4168.0
242430,243.0
240791,156.6
243881,429.5
237766,2308.0
243321,290.25
241014,940.5
236382,1860.0
236961,247.5
219985,13830.0
184084,660.0
181699,861.5
184845,632.25
242872,99.5
237231,179.7
237361,322.35
128529,622.5
234004,304.35
229845,493.25
207895,426.0
213521,256.1
226844,239.7
186887,1036.0
225270,1147.25
170923,1583.0
242553,188.9
237793,240.5
245603,192.7
189828,355.95
228171,1069.25
245540,671.5
222156,852.75
164,277.0
10466,209.6
220633,11180.0
242391,153.9
245171,145.5
242545,413.5
187939,4944.0
244467,1367.5
238643,776.0
206208,363.25
244512,99.9
230513,2520.0
242767,475.75
240756,316.55
188000,1450.0
223125,704.5
235626,387.85
207877,22225.0
179891,2768.0
209737,658.25
209281,2024.0
200888,28015.0
186845,419.5
193581,2686.0
242257,448.5
198350,2412.0
204320,2163.0
227746,802.75
205518,1045.25
201112,439.75
227686,646.75
137242,1444.5
241401,67.0
209781,4653.0
163774,320.3
205485,487.75
189160,888.0
234642,3967.0
142959,4872.0
225355,296.9
213884,5253.0
244416,626.75
171897,21920.0
175316,377.2
241720,3803.0
200713,2446.0
209691,1959.0
235237,231.9
169593,2240.0
243746,584.5
129566,615.5
196072,363.0
223438,281.95
244113,19.7
232094,1376.0
53855,170.4
243466,142.1
226539,4472.0
238877,766.0
186190,6755.0
244102,288.8
237753,217.7
177129,672.0
238089,728.0
211792,241.5
211283,369.25
227418,285.5
239860,61.2
157801,471.75
156443,684.0
241356,173.3
229508,372.0
172208,1389.0
177645,156.0
237316,443.75
230044,577.25
229118,793.75
236265,1090.25
183188,1649.5
241115,951.5
187988,2696.0
165447,306.8
205988,15995.0
168542,62165.0
230490,1244.0
232698,621.25
240891,709.75
182001,4978.0
202750,9530.0
226757,727.25
230438,440.0
143632,799.5
171971,631.0
229500,641.5
118794,251.7
229209,1650.0
201982,5389.0
214719,183.0
176687,3349.0
214462,3854.0
192242,6545.0
218662,929.5
186565,609.25
245522,279.15
234106,226.85
124607,4219.0
234239,928.25
22391,45.3
229317,655.5
237875,443.0
240466,430.0
216154,626.5
208371,591.75
231437,140.5
237308,369.95
222464,3137.0
193147,2177.0
213400,10940.0
231722,83.6
211565,853.75
245256,364.3
240396,72.8
241519,90.9
228044,496.5
208316,975.25
218985,560.0
182763,3027.0
232944,250.65
241162,2799.0
214703,603.25
164618,122.4
234372,643.75
229599,324.0
239965,413.75
216939,5289.0
183533,115.5
205548,1002.75
245438,500.75
242512,435.5
192708,7825.0
235176,2852.0
243156,444.25
222181,169.9
203309,725.0
181976,204.2
238562,595.75
206219,693.25
243590,678.25
243763,665.75
225486,187.2
215270,7540.0
189206,269.3
186122,673.5
167452,814.0
176996,720.5
223933,553.0
228768,1197.5
225436,215.5
229748,1845.0
114356,219.9
208808,32390.0
214409,1855.0
156421,565.25
186146,9435.0
245616,739.75
193080,60260.0
238235,647.5
239972,260.6
241179,1171.5
221824,908.75
246325,65.9
242172,359.65
244725,186.1
204289,3308.0
236001,703.25
228713,629.75
204882,993.75
231691,12830.0
220746,12775.0
209375,289.3
208306,5339.0
181006,1671.0
244727,1096.75
164029,7960.0
234710,1053.0
239676,305.45
237218,633.0
244690,325.75
214147,291.95
207860,853.5
173434,2080.0
234492,737.5
244663,194.0
234989,919.5
238449,242.3
235815,276.4
188696,2097.0
242692,393.4
239367,799.5
209723,3844.0
242969,170.9
231701,455.0
196932,6189.0
165888,80.9
228624,501.0
185221,21420.0
189715,3707.0
232670,5074.0
243683,173.3
168435,11195.0
243800,173.7
235590,874.25
219701,167.4
210320,4498.0
216229,952.75
202915,785.75
241962,52.9
228251,13425.0
236772,1040.0
243315,820.5
216387,605.25
165564,564.0
241332,193.3
227052,254.6
213690,171.0
197300,1722.0
163201,507.25
219814,2302.0
232756,1522.0
244505,129.6
187013,2457.0
224987,2598.0
238555,4442.0
204203,709.25
235334,630.0
192611,901.0
245318,189.1
203292,389.7
186589,7340.0
237032,801.75
245773,295.0
200610,20910.0
220944,894.75
243747,312.0
209874,1520.0
203263,25310.0
220901,2140.0
237133,229.7
224067,635.5
177922,3908.0
245525,136.3
227949,132.0
176773,1667.0
232512,1587.0
